Date,Open,High,Low,Close,Volume
2004-05-20,338.82,339.2,336.63,338.76,38245348
2004-05-21,339.85,341.2,336.6,338.42,58671684
2004-05-24,339.94,343.92,339.66,341.41,51451204
2004-05-25,339.11,339.42,336.82,338.17,59323415
2004-05-26,338.68,343.89,338.68,341.5,64285747
2004-05-27,343.07,346.13,342.61,345.19,73056353
2004-05-28,346.84,347.21,343.67,344.55,61152415
2004-05-31,344.53,346.57,344.15,346.25,10040091
2004-06-01,346.74,346.74,341.05,341.62,53056028
2004-06-02,343.61,345.79,342.8,343.48,58202220
2004-06-03,343.82,345.73,342.04,345.72,61525601
2004-06-04,345.78,350.38,345.52,349.56,69893211
2004-06-07,352.24,354.6,352.24,354.13,65325864
2004-06-08,355.8,355.88,352.98,354.27,70848461
2004-06-09,354.87,355.57,352.08,352.54,62328229
2004-06-10,352.45,354.8,352.13,354.48,36704612
2004-06-11,354.04,354.21,352.16,353.85,32877147
2004-06-14,352.59,352.98,347.86,348.63,55923735
2004-06-15,348.31,352.16,347.28,351.65,63035255
2004-06-16,352.99,353.62,352.17,353.09,62734211
2004-06-17,352.6,354.21,350.71,351.76,57436598
2004-06-18,351.02,353.03,350.19,352.77,115705435
2004-06-21,354.67,354.95,351.13,352.02,55239037
2004-06-22,350.91,351.55,346.55,347.28,69423127
2004-06-23,349.28,350.25,348.01,348.63,56818159
2004-06-24,350.75,353.89,350.75,353.44,73473326
2004-06-25,353.01,354.38,351.87,353.86,55563657
2004-06-28,354.18,358.73,353.23,358.42,68118249
2004-06-29,357.67,359.64,356.96,358.61,66240876
2004-06-30,359.27,360.2,357.49,357.49,59964023
2004-07-01,360.07,361.33,355.64,356.12,74154553
2004-07-02,355.03,355.64,352.5,353.13,62183424
2004-07-05,352.81,354.04,352.51,352.83,28847662
2004-07-06,353.73,353.73,347.9,348.57,62254666
2004-07-07,348.56,349.68,346.9,347.48,74867149
2004-07-08,346.34,347.9,344.68,347.72,79322897
2004-07-09,345.67,347.39,343.63,346.88,70178406
2004-07-12,344.96,346.93,343.44,344.06,52118915
2004-07-13,345.56,345.94,343.99,344.84,55047936
2004-07-14,342.19,344.25,340.51,344.25,66820864
2004-07-15,343.44,343.66,340.16,340.16,60724759
2004-07-16,340.97,342.89,339.71,340.19,68334552
2004-07-19,339.49,340.15,337.51,337.51,55258004
2004-07-20,336.6,339.63,335.22,339.51,71986239
2004-07-21,341.37,344.73,341.22,342.97,73043251
2004-07-22,340.85,340.85,336.42,336.7,69098997
2004-07-23,337.82,338.6,335.53,336.41,56026266
2004-07-26,336.07,337.48,332.45,332.73,52965956
2004-07-27,333.68,337.59,333.68,337.53,70746687
2004-07-28,339.25,341.13,336.61,337.3,77131611
2004-07-29,338.36,344.01,338.35,343.62,88114904
2004-07-30,344.41,345.26,341.78,344.07,65966194
2004-08-02,342.3,342.54,339.82,341.36,51276009
2004-08-03,342.65,343.63,341.57,342.53,56751002
2004-08-04,340.28,340.34,336.58,337.75,74964554
2004-08-05,339.21,340.57,338.31,338.35,61762509
2004-08-06,336.05,336.05,329.11,329.71,89595233
2004-08-09,329.78,330.33,324.28,325.83,67986216
2004-08-10,326.46,328.49,325.58,328.48,56853982
2004-08-11,329.3,329.3,321.85,325.09,76650849
2004-08-12,325.8,327.41,321.57,323.32,86746385
2004-08-13,321.15,323.56,320.12,322.47,72576489
2004-08-16,321.48,327.02,320.24,326.81,60223016
2004-08-17,326.14,329.97,325.48,327.72,65039167
2004-08-18,327.38,329.39,325.65,329.33,55637686
2004-08-19,331.39,331.94,327.77,329.07,57781487
2004-08-20,328.4,328.83,326.36,328.18,46992822
2004-08-23,330.68,333.63,330.09,332.93,48071071
2004-08-24,332.75,335.16,332.61,332.99,53057923
2004-08-25,335.21,335.35,332.93,334.33,46766700
2004-08-26,337.01,338.26,336.47,337.81,53357352
2004-08-27,338.21,339.67,336.25,339.32,46181828
2004-08-30,339,339.37,336.81,338.36,34081545
2004-08-31,336.93,337.09,333.63,334.07,63299977
2004-09-01,336.19,337.21,334.85,336.57,56990805
2004-09-02,336.03,338.65,335.03,337.89,55142531
2004-09-03,337.98,341.63,337.06,340.47,64660361
2004-09-06,341.16,342.5,340.96,342.29,38971452
2004-09-07,342.55,343.93,341.56,342.76,58649025
2004-09-08,342.88,343.24,341.61,342.28,54690378
2004-09-09,340.92,340.94,338.61,339.69,63146081
2004-09-10,340.53,343.06,340.53,342.65,55874122
2004-09-13,343.99,348.19,343.99,348.19,65493771
2004-09-14,347.76,348.28,346.64,347.72,65955880
2004-09-15,347.72,349.51,346.08,347.12,80497374
2004-09-16,347.46,349.37,347.14,349.04,59578317
2004-09-17,348.85,352.02,348.47,351.08,116339837
2004-09-20,350.35,350.5,348.3,350.15,49908167
2004-09-21,349.56,351.75,349.53,351.31,61145714
2004-09-22,351.15,351.99,347.11,347.59,87599184
2004-09-23,346.5,346.5,343.69,344.56,68432242
2004-09-24,344.09,345.45,343.1,344.94,48395566
2004-09-27,344.2,344.2,340.73,341.83,46982702
2004-09-28,340.34,342.92,339.69,342.56,57891374
2004-09-29,343.58,347.44,343.34,345.68,78166653
2004-09-30,347.73,348.11,343.29,343.65,65874870
2004-10-01,344.49,351.85,344.49,351.8,80429187
2004-10-04,354.15,357.07,354.15,355.12,83869173
2004-10-05,355.43,358.6,354.33,356.32,81111495
2004-10-06,356.01,357.34,354.93,356.39,76965342
2004-10-07,357.82,358.52,355.2,355.88,76921719
2004-10-08,354.19,357.49,352.57,353.69,77762964
2004-10-11,353.53,354.57,352.94,353.92,65500882
2004-10-12,353.23,353.23,348.04,349.02,87804638
2004-10-13,351.13,353.66,350.08,350.64,75205166
2004-10-14,348.46,349.1,346.99,347.76,74807694
2004-10-15,346.63,346.77,344.31,346.37,96534016
2004-10-18,347.1,347.42,344.39,345.65,63863654
2004-10-19,347.54,351.03,347.54,349.62,81131412
2004-10-20,348.62,348.68,343.73,345.46,72024832
2004-10-21,346.97,348.08,344.1,347.16,71515494
2004-10-22,347.09,349.66,346.38,347.28,62489372
2004-10-25,347.14,347.14,339.49,340.51,75201326
2004-10-26,341.29,341.75,340.02,341.16,57516988
2004-10-27,342.66,346.57,341.67,346.57,71178906
2004-10-28,348.3,350.33,348.14,349.05,101249161
2004-10-29,349.32,351.37,348.26,348.94,74552121
2004-11-01,349.31,353.64,348.92,353.3,51846559
2004-11-02,354.16,355.7,353.22,355.43,70588302
2004-11-03,357.19,358.11,354.86,355.58,93006143
2004-11-04,354.85,355.69,353.61,355.69,66276050
2004-11-05,357.5,361.29,356.46,357.65,105661019
2004-11-08,357.57,358.99,356.84,358.21,71221202
2004-11-09,358.75,359.39,357.46,357.92,71656050
2004-11-10,358.96,360.94,358.96,360,72909574
2004-11-11,359.39,363.95,359.24,363.24,101523911
2004-11-12,364.61,365.76,363.43,363.97,81282844
2004-11-15,365.5,366.4,363.08,363.41,62904872
2004-11-16,363.92,364.1,361.08,361.91,68618604
2004-11-17,362.86,367.25,361.84,367.25,86386096
2004-11-18,365.81,367.8,365.44,367.03,72794937
2004-11-19,367.08,368.88,363.71,363.77,92987096
2004-11-22,361.92,362.67,360.02,362.67,57704966
2004-11-23,364.3,365.56,361.58,361.97,70740736
2004-11-24,363.86,364.02,362.12,362.96,60221127
2004-11-25,363.61,365.64,363.41,365.6,49085429
2004-11-26,364.43,365.53,363.59,365.17,41593876
2004-11-29,365.79,370.25,364.76,364.76,82489094
2004-11-30,366.04,366.26,362.28,363.22,75978519
2004-12-01,361.83,367.87,361.83,367.84,81302830
2004-12-02,369.44,371.2,368.16,370.46,89040191
2004-12-03,371.18,371.79,368.63,370.04,84001894
2004-12-06,369.12,369.62,368.04,368.72,47268409
2004-12-07,368.95,371.59,368.55,370.27,60477400
2004-12-08,367.71,370.22,367.28,369.44,67281556
2004-12-09,368.97,369.82,363.74,365.2,79121050
2004-12-10,367.38,367.74,365.44,367.12,60766709
2004-12-13,368.68,371.24,368.28,370.61,69331831
2004-12-14,372.31,372.94,371.11,371.58,65506241
2004-12-15,372.41,372.45,370.27,370.39,64287744
2004-12-16,370.83,372.17,370.55,372.04,68836722
2004-12-17,372.44,372.59,367.88,368.09,184556419
2004-12-20,367.69,371.65,367.67,370.5,63168432
2004-12-21,370.14,371.2,369.55,370.79,51410176
2004-12-22,372.58,373.7,372.02,372.92,60927505
2004-12-23,372.47,373.83,372.47,373.74,35377431
2004-12-27,373.84,374.46,372.49,372.49,27136094
2004-12-28,374.08,374.48,372.97,374.47,25574721
2004-12-29,374.88,375.24,372.64,373.26,27019332
2004-12-30,373.92,374.36,373.51,374.09,17550737
2005-01-03,374.37,378.52,373.95,377.24,58116096
2005-01-04,376.7,378.75,376.15,377.56,70743046
2005-01-05,375.37,376.25,373.79,375.01,78056983
2005-01-06,375.3,378.38,375.27,378.38,74400466
2005-01-07,377.78,380.49,377.5,379.89,88003834
2005-01-10,379.57,380.61,378.12,379.33,65217286
2005-01-11,379.23,379.88,374.64,375.36,97746762
2005-01-12,375.11,375.31,370.16,371.41,101206824
2005-01-13,372.78,373.42,370.99,371.85,81305970
2005-01-14,370.42,373.9,370.24,373.69,76589813
2005-01-17,373.95,375.55,373.95,374.98,54179965
2005-01-18,374.35,375.85,372.08,375.51,72233239
2005-01-19,376.15,376.91,374.85,375.22,88103839
2005-01-20,373.58,373.76,371.44,373.13,82003046
2005-01-21,372.16,373.35,371.48,372.8,99052578
2005-01-24,371.03,371.94,368.77,371.94,85534009
2005-01-25,371.1,375.33,371.07,374.81,79152367
2005-01-26,375.02,375.56,373.09,373.29,104493443
2005-01-27,373.33,374.05,370.97,373.34,122353061
2005-01-28,374.2,374.89,371.25,372.29,77608306
2005-01-31,373.3,376.08,373.3,376.07,81573040
2005-02-01,376.31,378.18,375.73,378.15,84445929
2005-02-02,378.44,379.96,378.41,379.82,93226832
2005-02-03,379.61,380.35,378.18,378.78,88701491
2005-02-04,379.94,383.52,379.81,383.52,92125685
2005-02-07,384.21,386.34,384.21,385.72,87971152
2005-02-08,385.96,386.57,385.16,386.34,70320936
2005-02-09,386.35,387.55,384.22,384.95,91196922
2005-02-10,385.29,385.69,383.52,383.79,86826217
2005-02-11,385.01,388.05,384.96,387.8,84948730
2005-02-14,388.37,388.62,386.74,387.83,70585697
2005-02-15,387.73,389.6,387.06,389.14,74915123
2005-02-16,388.33,388.33,384.93,386.5,82362766
2005-02-17,386.57,388.1,386.08,386.78,73078096
2005-02-18,386.11,388.21,385.5,386.11,97017446
2005-02-21,386.34,387.24,385.1,385.75,73272644
2005-02-22,385.51,385.51,381.69,383.22,85036652
2005-02-23,380.92,381.97,379.21,381.97,90094165
2005-02-24,381.54,382.16,380.28,381.62,86897749
2005-02-25,383.36,385.59,383.36,385.33,94287713
2005-02-28,386.71,387.5,385.39,385.75,88442027
2005-03-01,385.1,388.63,384.56,388.37,87219137
2005-03-02,387.72,389.31,386.93,389.17,82877759
2005-03-03,387.54,389.57,387.54,387.62,89993813
2005-03-04,388.33,391.4,387.6,391.4,89709551
2005-03-07,391.58,392.34,391.17,391.94,71849631
2005-03-08,391.12,391.43,388.69,389.33,88463821
2005-03-09,389.22,391.95,387.05,387.79,95092275
2005-03-10,385.83,386.91,384.32,384.84,109512909
2005-03-11,386.57,388.02,386.05,386.56,90533268
2005-03-14,385.91,387.05,384.9,386.79,60741274
2005-03-15,386.99,388.64,386.99,388.38,86020085
2005-03-16,387.23,388.1,381.58,382.2,111022103
2005-03-17,382.05,383.09,381.19,382.64,85304485
2005-03-18,383,384.62,382.46,383.78,129027948
2005-03-21,383.67,384.55,381.16,381.23,76888098
2005-03-22,381.95,383.24,379.99,383.07,75796173
2005-03-23,381.33,382.96,379.52,382.46,84954015
2005-03-24,383.18,384.89,382.3,384.63,70508282
2005-03-29,383.65,385.11,381.95,385.11,63336914
2005-03-30,383.2,384.86,382.65,384.86,68386020
2005-03-31,386.73,387.16,384.93,385.3,73621026
2005-04-01,385.24,389.21,385.24,387.73,78892982
2005-04-04,385.98,386.42,383.64,385.05,64971076
2005-04-05,386.85,387.08,386.14,386.89,58952812
2005-04-06,387.65,388.36,386.94,388.36,71297877
2005-04-07,387.64,389.44,386.51,389.12,77664922
2005-04-08,390.14,391.25,389.9,390.38,64827938
2005-04-11,388.97,390.77,388.72,390,52731455
2005-04-12,390.06,390.39,387.76,388.19,65153929
2005-04-13,390.15,391.28,389.96,391.03,82547740
2005-04-14,389.43,391.94,389.04,390.51,86848501
2005-04-15,389.16,389.16,382.68,382.85,131202139
2005-04-18,382.79,382.79,371.96,373.14,141303216
2005-04-19,374.18,375.1,372.95,373.75,96545508
2005-04-20,374.86,375.46,371.05,372,102255900
2005-04-21,370.58,374.2,370.58,372.89,96745643
2005-04-22,374.17,376.39,374.14,375.21,75030346
2005-04-25,374.31,377.2,373.67,377.16,60073108
2005-04-26,377.17,377.19,373.96,375.77,78939790
2005-04-27,374.35,374.47,369.21,371.59,104939657
2005-04-28,373.13,373.6,369.39,370.44,100743088
2005-04-29,369.26,372.71,368.86,370.89,90499573
2005-05-02,372.6,375.24,372.6,374.36,48243649
2005-05-03,375.21,376.22,374.05,376.22,67642152
2005-05-04,376.43,377.78,374.76,377.77,93113304
2005-05-05,378.6,381.08,378.56,380.72,54536761
2005-05-06,380.56,381.83,378.9,381.7,73964754
2005-05-09,381.35,381.35,379.49,380.58,67305153
2005-05-10,381.23,381.91,377.2,377.57,93130769
2005-05-11,377.05,379.42,376.29,377.31,93071144
2005-05-12,379.14,380.2,378.25,379.17,83980481
2005-05-13,378.37,379.71,377.07,379.71,81776270
2005-05-16,378.51,379.55,377.88,378.64,41078155
2005-05-17,379.62,379.62,376.39,377.69,72915502
2005-05-18,379.26,383.68,379.13,383.68,100616146
2005-05-19,384.75,387.07,384.75,386.85,85187806
2005-05-20,386.63,388.34,386.03,386.99,95280447
2005-05-23,388.54,390.82,388.27,390.59,84371416
2005-05-24,390.92,390.92,388.83,389.88,70216886
2005-05-25,389.54,390.5,388.41,389.33,66446757
2005-05-26,389.59,393.56,389.5,393.23,69243051
2005-05-27,393.87,394.43,392.94,393.99,67628430
2005-05-30,393.97,397.11,393.74,397.07,44344667
2005-05-31,397.04,397.1,395.5,395.5,94990421
2005-06-01,396.2,401.14,396.09,401.06,89593475
2005-06-02,400.4,402.17,400.12,401.46,81479623
2005-06-03,402.77,402.81,399.2,399.94,72067447
2005-06-06,400.45,400.81,398.41,398.94,67885642
2005-06-07,399.72,404.66,399.69,404.45,104610816
2005-06-08,403.44,404.38,402.8,403.87,73858372
2005-06-09,403.16,404.79,402.21,404.48,73391593
2005-06-10,405.99,407.78,405.61,406.7,90057153
2005-06-13,407.58,408.7,405.87,408.43,100174700
2005-06-14,407.98,408.3,406.87,407.97,77154020
2005-06-15,408.73,409.27,403.97,404.6,113264424
2005-06-16,406.3,407.82,405.54,407.42,88306193
2005-06-17,408.3,410.87,407.89,409.53,186048819
2005-06-20,409.39,409.39,406.1,408.19,69641802
2005-06-21,409.71,410.53,408.94,409.95,75863194
2005-06-22,410.2,411.87,409.21,410.8,96975258
2005-06-23,411.18,412.32,409.87,411.56,81009163
2005-06-24,409.92,410.04,406.34,406.83,90558777
2005-06-27,404.86,404.9,402.64,403.13,76452255
2005-06-28,403.74,406.15,403.45,406.15,64518013
2005-06-29,407.32,409.48,406.61,408.56,82987002
2005-06-30,408.22,410.35,408.02,408.76,93258086
2005-07-01,408.38,411.71,408.07,411.35,88116099
2005-07-04,411.6,412.39,410.94,412.17,50041714
2005-07-05,411.97,412.16,408.62,410.61,72354981
2005-07-06,411.53,413.26,411.13,411.8,81269111
2005-07-07,410.24,410.24,397.91,404.9,196028621
2005-07-08,406.43,410.95,406.43,410.92,84832023
2005-07-11,413.02,416.59,413.02,416.59,92256899
2005-07-12,415.92,416.66,414.78,415.71,80297262
2005-07-13,416.01,417.97,416.01,417.89,87866431
2005-07-14,418.67,420.73,418.63,419.44,104124803
2005-07-15,419.65,421.32,418.91,420.65,96426849
2005-07-18,421.18,422.17,420.12,421.2,60925286
2005-07-19,421.62,425.41,421.26,425.41,114177126
2005-07-20,424.61,426.66,424.43,426.56,99954062
2005-07-21,428.21,432.64,428.21,430.14,151231454
2005-07-22,429.81,431.73,428.89,430.72,84383835
2005-07-25,431.77,431.95,429.34,431.23,74444874
2005-07-26,430.62,432.38,430.01,431.39,78554118
2005-07-27,431.48,432.83,431.28,432.56,88728081
2005-07-28,434.07,436.26,432.99,435.77,174495653
2005-07-29,436.55,437.36,434.45,435.39,105834473
2005-08-01,434.94,437.34,434.94,435.85,76979837
2005-08-02,436.1,439.23,436.1,439.23,91437028
2005-08-03,439.08,439.49,437.05,438.7,127575177
2005-08-04,438.95,439.11,434.67,434.96,117194980
2005-08-05,433.29,433.99,431.02,431.03,86823373
2005-08-08,431.87,433.98,431.39,432.16,68438892
2005-08-09,432.07,437.84,432.07,437.84,95721893
2005-08-10,438.89,444.38,438.89,444.38,134186166
2005-08-11,442.49,443.52,440.18,441.35,116678098
2005-08-12,442.45,442.73,439.45,439.96,74069771
2005-08-15,439.49,440.92,438.23,438.65,48416427
2005-08-16,440.3,441.03,435.38,435.89,87553138
2005-08-17,434.47,435.49,432.23,434.53,92115365
2005-08-18,435.02,435.48,431.52,432.86,82936604
2005-08-19,433.24,439.16,432.97,439.1,97343056
2005-08-22,439.3,441.29,439.3,440.48,66102619
2005-08-23,439.33,439.52,436.98,438.28,73095026
2005-08-24,437.22,438.36,435,438.11,82181342
2005-08-25,435.53,435.68,432.87,433.34,76783918
2005-08-26,433.96,435.3,428,428.01,89977742
2005-08-29,424.89,429.99,423.42,429.83,69911182
2005-08-30,431.19,431.91,427.87,428.39,71501739
2005-08-31,428.76,432.03,428.53,431.78,100573252
2005-09-01,433.55,435.49,431.27,433.3,94299039
2005-09-02,433.16,434.89,431.47,432.94,83752914
2005-09-05,433.93,438.6,433.93,438.6,55575973
2005-09-06,438.18,443.45,438.18,443.45,97170352
2005-09-07,444.46,446.25,443.81,445.35,100327697
2005-09-08,445.12,446.12,443.83,445.72,86745850
2005-09-09,446.78,447.96,444.42,447.05,85511817
2005-09-12,448.67,449.37,445.23,446.06,105766252
2005-09-13,446.18,446.28,438.58,438.82,117849532
2005-09-14,439.33,441.19,437.73,439.57,85604318
2005-09-15,438.83,440.53,437.95,439.19,84533254
2005-09-16,439.79,446.53,439.56,445.52,202247441
2005-09-19,445.07,445.07,435.92,441,133443436
2005-09-20,442.26,444.61,441.53,444.39,98449010
2005-09-21,441.81,441.81,437.2,437.52,122749099
2005-09-22,435.59,436.99,433.72,435.29,119586759
2005-09-23,436.82,438.44,435.89,438.18,92089771
2005-09-26,438.72,447.01,438.72,446.93,131558502
2005-09-27,445.63,446.58,443.98,444.71,100278716
2005-09-28,446.62,451.41,446.6,451.17,120617904
2005-09-29,451.29,451.98,447.8,449.15,93530266
2005-09-30,451.89,452.37,449.5,451.42,92575260
2005-10-04,454.64,459.1,453.19,459.1,114078948
2005-10-05,456.96,456.96,453.23,453.33,102599031
2005-10-06,451.22,451.22,445.71,448.26,130235506
2005-10-07,447.05,449.43,445.89,447.59,104216326
2005-10-10,449.06,451.73,447.93,448.9,87266054
2005-10-11,449.26,452.23,449.26,449.73,99526087
2005-10-12,447.12,447.95,443.94,445.2,104509520
2005-10-13,444.06,445.67,440.27,441.35,118499351
2005-10-14,441.84,444.02,439.89,443.19,113113987
2005-10-17,443.79,445.12,442.52,443.66,88589449
2005-10-18,443.99,444.87,441.07,441.34,88724503
2005-10-19,440.2,440.28,430.59,432.06,152698004
2005-10-20,432.8,439.32,432.8,433.66,114976017
2005-10-21,431.47,433.75,430.26,430.92,110685059
2005-10-24,430.75,436.85,430.75,436.64,89559888
2005-10-25,438.05,439.2,434.28,434.35,97319708
2005-10-26,434.69,437.72,434.06,436.83,96469993
2005-10-27,434.9,434.9,427.98,428.71,110695174
2005-10-28,428.05,430.51,424.98,429.82,118151942
2005-10-31,430.65,439.09,430.65,438.99,111296046
2005-11-01,438.33,439.81,437.41,438.71,87106941
2005-11-02,438.75,441.48,436.55,441.48,131478721
2005-11-03,443.23,446.58,442.56,446.41,125555405
2005-11-04,445.76,446.74,443.58,445.03,108135549
2005-11-07,445.22,448.28,444.32,447.69,88110797
2005-11-08,448.55,449.68,445.55,446.7,91372231
2005-11-09,447.63,448.07,445.92,446.54,101562846
2005-11-10,447.65,449.05,445.69,446.73,103087787
2005-11-11,447.37,453.11,447.28,452.97,97052171
2005-11-14,452.35,454.28,451.95,453.44,70016421
2005-11-15,452.57,455.04,452.22,454.68,96224757
2005-11-16,454.51,454.89,451.06,452.22,98208256
2005-11-17,454.07,456.15,453.17,453.89,112628998
2005-11-18,457.09,458.96,454.84,455.96,131954347
2005-11-21,457.53,460.26,456.36,459.58,86340750
2005-11-22,460.01,460.49,458.88,459.91,101269527
2005-11-23,461.76,462,459.59,461.35,87026330
2005-11-24,461.16,461.93,459.4,460.79,67035164
2005-11-25,460.55,461.42,460.11,461.42,55301734
2005-11-28,463.84,465.01,459.4,459.9,100875708
2005-11-29,459.14,462.99,458.27,461.71,90442234
2005-11-30,460.34,462.55,459.18,461.35,95616831
2005-12-01,462.59,467.36,462.58,467.36,108716669
2005-12-02,469.5,470.94,468.28,470.94,96388733
2005-12-05,470.6,470.85,466.84,467.92,95956093
2005-12-06,468.7,471.02,467.92,470.37,88266115
2005-12-07,469.64,470.8,466.18,467.59,119367179
2005-12-08,464.43,469.08,463.98,469.07,103045473
2005-12-09,467.44,469.77,467.2,468.87,82004031
2005-12-12,471.42,472.61,469.46,470.2,83417947
2005-12-13,470.66,470.95,469.06,470.81,96708358
2005-12-14,471.59,471.59,468.11,469,108612460
2005-12-15,469.49,470.31,468.45,469.79,90872394
2005-12-16,470.31,474.51,470.31,474.27,247758711
2005-12-19,473.42,474.68,473.05,474.28,89213235
2005-12-20,472.62,475.77,472.35,475.18,85070649
2005-12-21,476,478.13,476,477.98,97144286
2005-12-22,477.44,478.63,477.28,478.2,69910198
2005-12-23,478.99,480.35,478.81,479.95,45503573
2005-12-27,479.96,482.89,479.96,482.17,33424771
2005-12-28,481.6,483.14,481.16,482.22,48232454
2005-12-29,483.61,483.88,482.37,483.32,44948295
2005-12-30,482.05,482.23,477.69,479.59,40091184
2006-01-02,479.78,483.51,479.75,483.47,35536046
2006-01-03,483.99,487.69,483.4,485.04,113527967
2006-01-04,487.52,490.39,486.96,490.39,125153712
2006-01-05,490.1,490.46,488.77,489.75,107783259
2006-01-06,490.06,491.66,489.23,491.66,87034743
2006-01-09,492.28,493.06,491.65,492,101249798
2006-01-10,490.88,490.92,487.8,488.64,117024825
2006-01-11,490.9,492.23,490.68,492.23,122569478
2006-01-12,492.29,494.14,491.18,493.43,117507447
2006-01-13,492.2,492.24,487.46,488.95,132118790
2006-01-16,487.79,491.86,487.48,491.86,70331125
2006-01-17,487.86,488.52,486.61,487.7,100834691
2006-01-18,486.85,486.85,479.44,482.52,128601941
2006-01-19,485.16,486.23,484.32,486.07,119739176
2006-01-20,486.59,487.56,479.62,479.72,143999056
2006-01-23,475.97,479.37,475.54,479.35,102650482
2006-01-24,479.25,481.26,477.7,478.7,120717824
2006-01-25,479.74,486.92,479.63,486.92,175514977
2006-01-26,486.69,497.12,486.69,497.12,189742888
2006-01-27,500.5,505.65,500.5,505.47,173152927
2006-01-30,504.65,507.25,503.54,506.58,105288294
2006-01-31,507.45,509.46,504.49,507.28,137477575
2006-02-01,506.35,512.99,504.98,512.58,142152112
2006-02-02,513.88,515.49,506.23,506.56,145185143
2006-02-03,507.85,509.01,503.94,507.07,119773537
2006-02-06,509.02,510.49,506.75,508.07,96217293
2006-02-07,509.8,510.76,505.31,508.53,119190118
2006-02-08,505.58,508.22,502.11,507.69,112700166
2006-02-09,510.49,514.29,510.29,514.29,112076925
2006-02-10,512.69,514.91,511.27,511.84,131433609
2006-02-13,511.43,516.41,510.69,516.41,120230423
2006-02-14,517.29,518.61,513.38,516.9,116710821
2006-02-15,517.22,518.98,515.91,517.19,131080238
2006-02-16,519.32,519.53,516.78,519.53,124055916
2006-02-17,518.91,521.84,518.47,520.42,148184018
2006-02-20,520.1,521.29,518.6,520.76,80377748
2006-02-21,521.61,525.11,519.92,521.43,149165818
2006-02-22,520.96,526.49,520.07,526.49,125361971
2006-02-23,527.6,528.36,523.32,526.27,124080799
2006-02-24,526.74,527.89,525.26,527.89,91755395
2006-02-27,529.11,532.01,528.32,532.01,94119253
2006-02-28,531.07,532.25,521.96,522.2,141590551
2006-03-01,523.55,527.84,522.39,527.81,112181862
2006-03-02,527.95,529.44,518.41,520.96,159891536
2006-03-03,520.31,522.98,514.02,516.39,131249675
2006-03-06,518.62,520.29,517.35,519.32,130904121
2006-03-07,516.12,518.2,514.27,517.39,130410962
2006-03-08,518.32,519.1,510.52,511.12,140862157
2006-03-09,513.96,516.55,513.24,516.34,127713985
2006-03-10,514.81,522.42,514.72,522.42,112184570
2006-03-13,523.27,527.28,523.27,527,148366757
2006-03-14,525.37,528.36,524.58,528.36,129137323
2006-03-15,529.36,531.55,528.71,531.03,148526239
2006-03-16,531.24,532.07,528.96,531.12,125678433
2006-03-17,532.12,535.26,529.03,530.33,275239276
2006-03-20,532.2,534.48,530.97,532.32,104641911
2006-03-21,532.61,533.17,528.03,533.17,107015885
2006-03-22,530.51,535.93,529.12,534.93,125002103
2006-03-23,535.88,537.17,534.46,536.19,130868918
2006-03-24,536.81,538.54,536.02,538.49,162662457
2006-03-27,538,538.79,533.76,533.76,116952405
2006-03-28,534.24,535.8,530.05,531.67,123659389
2006-03-29,531.69,533.79,529.97,533.5,121450018
2006-03-30,536.22,539.75,535.53,539.25,125972651
2006-03-31,537.94,539.91,536.12,538.49,116259351
2006-04-03,540.24,543.18,539.52,542.97,106623010
2006-04-04,542.13,542.79,540.58,542.09,110784137
2006-04-05,542.65,543.78,540.91,543.6,123137502
2006-04-06,544.27,544.98,542.05,543.91,131791906
2006-04-07,543.42,544.76,537.33,537.62,141137499
2006-04-10,537.62,541.42,537,541.41,94287388
2006-04-11,540.43,541.1,532.93,533.83,153940196
2006-04-12,533.24,533.42,529.49,532.57,128513764
2006-04-13,533.67,534.85,530.66,534.36,100091187
2006-04-18,533.89,533.9,530.3,533.33,103106674
2006-04-19,534.78,541.37,534.78,541.32,140777722
2006-04-20,542.04,549.02,541.65,547.12,151388467
2006-04-21,547.82,550.76,547.82,550.13,155502444
2006-04-24,547.46,549.84,546.14,548.7,130826581
2006-04-25,550.01,551.47,547.02,549.02,127282108
2006-04-26,550.15,552.25,549.4,551.28,136716629
2006-04-27,551.33,551.87,543.84,547.71,200146557
2006-04-28,546.33,546.61,542.72,543.12,149172645
2006-05-02,543.67,547.08,543.05,546.96,134252112
2006-05-03,547.48,549.49,540.59,540.93,172918056
2006-05-04,542.18,546.51,541.1,546.5,199942713
2006-05-05,547.09,553.42,547.09,553.42,151275452
2006-05-08,555.53,557.11,554.71,555.37,130996486
2006-05-09,555.37,556.76,553.39,556.74,148974262
2006-05-10,554.7,557.7,554.6,554.9,149326655
2006-05-11,556.01,558.13,549.34,549.71,161085906
2006-05-12,547.54,547.92,536.98,536.98,193148291
2006-05-15,535.35,535.35,523.91,529.96,198766546
2006-05-16,530.16,532.61,526.27,529,147267186
2006-05-17,531.56,532.51,512.08,512.08,198770233
2006-05-18,514.92,514.96,504.95,510.94,240396902
2006-05-19,510.42,514.27,508.91,511.51,191553331
2006-05-22,508.83,508.83,495.14,497.71,199149818
2006-05-23,500.27,512.09,499.55,509.95,200746644
2006-05-24,508.37,508.37,499.28,502.23,182485151
2006-05-25,504.98,512.17,501.13,512.17,110214212
2006-05-26,513.61,520.69,513.61,520.68,132794869
2006-05-29,520.02,520.02,517.95,518.62,52048651
